S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
"27,994",PR0000506670, ,RI506670,JANGO MANUFACTURING AND COSMETICS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"27,995",PR0000616652, ,616652,JANOR LIMITED,Domestic Products Manufacturing and Marketing
"27,996",PR0000040122, ,40122,JARECON INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"27,997",PR0000011426, ,RI011426,JASE MANUFACTURING CO. LTD,Domestic Products Manufacturing and Marketing
"27,998",PR0000623923, ,623923,JASON AND BERYL NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"27,999",PR0000018570, ,18570,JASON UNIVERSAL EXPORTS CO. LTD,Domestic Products Manufacturing and Marketing
"28,000",PR0000006642, ,6642,JATHOMAS TIMBER PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,001",PR0000602723, ,602723,JAVACOMMS LIMITED,Domestic Products Manufacturing and Marketing
"28,002",PR0000636773, ,636773,JAY EXPORT PVT LTD,Domestic Products Manufacturing and Marketing
"28,003",PR0000006063, ,6063,JAYBEE INDUSTRIES (NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
"28,004",PR0000611097, ,611097,JAYBENRO LTD,Domestic Products Manufacturing and Marketing
"28,005",PR0000202814, ,202814,JAYKAY CARPET INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,006",PR0000120687, ,120687,JAYMEEL HOLDINGS LTD,Domestic Products Manufacturing and Marketing
"28,007",PR0001403162, ,1403162,JD SAYI & SONS LIMITED,Domestic Products Manufacturing and Marketing
"28,008",PR0000240216, ,240216,JEAWORKS & CO. NIG LTD,Domestic Products Manufacturing and Marketing
"28,009",PR0000610541, ,610541,JEBBA PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,010",PR0000048149, ,48149,JEBCO INTL. LTD,Domestic Products Manufacturing and Marketing
"28,011",PR0000362090, ,362090,JEBCO MEGA LIMITED,Domestic Products Manufacturing and Marketing
"28,012",PR0000051005, ,51005,JEEDAB FIBRE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,013",PR0000626666, ,626666,JEF PRODUCTS INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,014",PR0000691539, ,691539,JEFF & XRIS LIMITED,Domestic Products Manufacturing and Marketing
"28,015",PR0000009687, ,9687,JEFIA PRPERTIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,016",PR0000021225, ,21225,JEFSON INDUSTRIAL & MERCHANDISE COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,017",PR0000646455, ,646455,JEMASURY ENERGY INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,018",PR0000621230, ,621230,JENGBENS GLOBAL CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,019",PR0000060038, ,60038,JENISON INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,020",PR0000508590, ,508590,JENSOL TECHNOLOGIES LIMITED,Domestic Products Manufacturing and Marketing
"28,021",PR0000199641, ,199641,JENTO-ZITA INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,022",PR0000048347, ,48347,JEODASUN INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,023",PR0000620373, ,620373,JERELLS INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,024",PR0000655445, ,655445,JERELLS TASTY MEALS LIMITED,Domestic Products Manufacturing and Marketing
"28,025",PR0000808397, ,808397,JEREMY VINE LIMITED,Domestic Products Manufacturing and Marketing
"28,026",PR0000338719, ,338719,JERRY ALAGBE AND SONS LTD,Domestic Products Manufacturing and Marketing
"28,027",PR0000231923, ,231923,JERRY MARKETINGS CO. NIG.LTD,Domestic Products Manufacturing and Marketing
"28,028",PR0000171336, ,171336,JERRYTEX INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,029",PR0000061713, ,61713,JESEEB INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,030",PR0000639593, ,639593,JESSE ALLIED INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,031",PR0000381650, ,381650,JET BIZ WORLD LIMITED,Domestic Products Manufacturing and Marketing
"28,032",PR0000861564, ,861564,JET CERAMICS LTD,Domestic Products Manufacturing and Marketing
"28,033",PR0000618170, ,618170,JEWEL CITY LIMITED,Domestic Products Manufacturing and Marketing
"28,034",PR0000014836, ,14836,JEYEISH INDUSTRIES,Domestic Products Manufacturing and Marketing
"28,035",PR0000709423, ,709423,JHI PROPERTY SERVICES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,036",PR0000623592, ,623592,JHK CHEMICALS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,037",PR0000502994, ,502994,JIANSHE SALES GLOBAL COMPANY NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,038",PR0000610995, ,610995,JIBNAG LTD,Domestic Products Manufacturing and Marketing
"28,039",PR0000639670, ,639670,JIBRIN-EL-KHALID LTD,Domestic Products Manufacturing and Marketing
"28,040",PR0000026944, ,26944,JICHI INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,041",PR0000496495, ,496495,JIDEN SCIENTIFIC LIMITED,Domestic Products Manufacturing and Marketing
"28,042",PR0000037031, ,37031,JIDFOL INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,043",PR0000601722, ,601722,JIGAWA PRODUCE MARKETING COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,044",PR0000642368, ,642368,JIJOSUN INDUSTRIES NIG LIMITED,Domestic Products Manufacturing and Marketing
"28,045",PR0001384395, ,1384395,JILS ULTIMATION CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,046",PR0000010426, ,10426,JILSONS INDUSTRIES NIG. LTD.,Domestic Products Manufacturing and Marketing
"28,047",PR0000010420, ,10420,JILSONS INDUSTRIES [NIGERIA] LIMITED,Domestic Products Manufacturing and Marketing
"28,048",PR0000011013, ,11013,JIM NUR SERIES LIMITED,Domestic Products Manufacturing and Marketing
"28,049",PR0000068596, ,68596,JIM WELLINGTON PAPER PROJECT LTD,Domestic Products Manufacturing and Marketing
"28,050",PR0000271852, ,271852,JIM-PAUL INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,051",PR0000040763, ,40763,JIMADE TECHNICAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,052",PR0000503612, ,503612,JIMADE UNIVERSAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,053",PR0000504985, ,504985,JIMBUT NISSI ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,054",PR0000632083, ,632083,JIMLAS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,055",PR0000612489, ,612489,JIMMARK ALUMINIUM PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,056",PR0000090471, ,2291299,JIN INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,057",PR0000063279, ,63279,JINN NUEL IND. CO. LTD,Domestic Products Manufacturing and Marketing
"28,058",PR0000632683, ,RI632683,JIRO PLASTIC LIMITED,Domestic Products Manufacturing and Marketing
"28,059",PR0000195599, ,195599,JM IVDULUE & SONS INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,060",PR0001322360, ,1322360,JM NOVA LIMITED,Domestic Products Manufacturing and Marketing
"28,061",PR0001441343, ,1441343,JNNCK PRO LIMITED,Domestic Products Manufacturing and Marketing
"28,062",PR0000456971, ,456971,JNZ THORITY LIMITED,Domestic Products Manufacturing and Marketing
"28,063",PR0000152379, ,152379,JOAMBY HOLDINGS LIMITED,Domestic Products Manufacturing and Marketing
"28,064",PR0000231140, ,231140,JOAMUSCO & SONS ENTS. LTD,Domestic Products Manufacturing and Marketing
"28,065",PR0000612402, ,612402,JOANSEN GLOBAL TRADING LIMITED,Domestic Products Manufacturing and Marketing
"28,066",PR0000005596, ,5596,JOAS TRADING & TECHNICAL COMPANY LTD,Domestic Products Manufacturing and Marketing
"28,067",PR0000021721, ,21721,JOBA MOUIDING INDU. NIG. LTD,Domestic Products Manufacturing and Marketing
"28,068",PR0000175277, ,175277,JOBAD NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,069",PR0000072431, ,72431,JOBEY INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,070",PR0000206946, ,206946,JOCENT NIGERIA LTD,Domestic Products Manufacturing and Marketing
"28,071",PR0000295453, ,295453,JODAVS INTER-LINKS LIMITED,Domestic Products Manufacturing and Marketing
"28,072",PR0001441001, ,1441001,JODI AESTHETICS LIMITED,Domestic Products Manufacturing and Marketing
"28,073",PR0000063116, ,63116,JOE FRANK INDUSTRIES WEST AFRICA LIMITED,Domestic Products Manufacturing and Marketing
"28,074",PR0000604769, ,604769,JOE JUBILANT CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,075",PR0000320251, ,320251,JOE SKY IND. CHEM. CO. LTD,Domestic Products Manufacturing and Marketing
"28,076",PR0000646598, ,646598,JOE-EMMA PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,077",PR0000056032, ,56032,JOE-STEVE NIGERIA LTD,Domestic Products Manufacturing and Marketing
"28,078",PR0000358170, ,358170,JOEHENS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,079",PR0000012112, ,12112,JOEKS MAGNETIC IND. LTD,Domestic Products Manufacturing and Marketing
"28,080",PR0000050751, ,50751,JOEL STORES LTD,Domestic Products Manufacturing and Marketing
"28,081",PR0000621088, ,621088,JOEMES GLOBAL ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,082",PR0000657143, ,657143,JOEPAT INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,083",PR0000187208, ,RI187208,JOEZOLIAN PLASTIC CO. LTD,Domestic Products Manufacturing and Marketing
"28,084",PR0000649754, ,649754,JOFANA STORES LIMITED,Domestic Products Manufacturing and Marketing
"28,085",PR0000508173, ,508173,JOFICC INTEGRATED GLOBAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,086",PR0000083224, ,83224,JOFOS INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,087",PR0000506596, ,506596,JOGOS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,088",PR0000389730, ,389730,JOHA INDUSTRIAL SERVICES LIMITED,Domestic Products Manufacturing and Marketing
"28,089",PR0000149096, ,149096,JOHATO NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,090",PR0000067277, ,67277,JOHN BIBIANA INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,091",PR0000609565, ,609565,JOHN E.C AKUBUDE (NIGERIA) LTD,Domestic Products Manufacturing and Marketing
"28,092",PR0000621965, ,621965,JOHN GALAXY ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,093",PR0000004012, ,RI004012,JOHN HOLT RUBBER CO. LTD,Domestic Products Manufacturing and Marketing
"28,094",PR0000032095, ,32095,JOHN JULIAN INDUSRTRIAL COMPANY LTD,Domestic Products Manufacturing and Marketing
"28,095",PR0000635023, ,635023,JOHN OK(NIGERIA) LIMITED,Domestic Products Manufacturing and Marketing
"28,096",BNOS00005495, ,OS5495,JOHN UBA STEEL GLOBAL CONCEPT,Domestic Products Manufacturing and Marketing
"28,097",PR0000609774, ,609774,JOHN UCHENNA OKWUONU & BROTHERS COMPANY LTD,Domestic Products Manufacturing and Marketing
"28,098",PR0000030006, ,30006,JOHN WHITE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,099",PR0000063639, ,63639,JOHNCARE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,100",PR0000382188, ,382188,JOHNESCO ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,101",PR0000606271, ,606271,JOHNLEES INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,102",PR0000727050, ,727050,JOHNMOSTAINLESS NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,103",PR0000011480, ,11480,JOHNNIE BROTHERS AND CO. LTD,Domestic Products Manufacturing and Marketing
"28,104",PR0000007757, ,7757,JOHNSON CONSOLIDATED INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,105",PR0000504659, ,504659,JOHNSON GODSPOWER AND SONS WEST AFRICAN LIMITED,Domestic Products Manufacturing and Marketing
"28,106",PR0000392152, ,392152,JOHNSON OLAYE AND SONS ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,107",PR0000013762, ,13762,JOHNSON PRODUCTS NIG LTD,Domestic Products Manufacturing and Marketing
"28,108",PR0000023310, ,23310,JOHNSWAY METAL WORKS LIMITED,Domestic Products Manufacturing and Marketing
"28,109",PR0000608720, ,608720,JOHNY OBIORA INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,110",PR0000652533, ,652533,JOHNZEROX MERCHANTILE LIMITED,Domestic Products Manufacturing and Marketing
"28,111",PR0000021770, ,21770,JOINT KOMPUTER KOMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,112",PR0000648574, ,648574,JOINT MOBILE SANITATION AGENCY NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,113",PR0000626422, ,626422,JOKAN GLOBAL CONCEPTS LIMITED,Domestic Products Manufacturing and Marketing
"28,114",PR0000626998, ,626998,JOKIN CHEMICAL AND ALLIED PRODUCTS INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,115",PR0000647329, ,647329,JOKO ENERGY INTERACTIVE NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,116",PR0000163763, ,163763,JOKOSON METAL WORKS LTD,Domestic Products Manufacturing and Marketing
"28,117",PR0000072192, ,72192,JOLAN INDUSTRIES CO. LIMITED.,Domestic Products Manufacturing and Marketing
"28,118",PR0000035355, ,35355,JOLLY INDUSTRIES NIG. LTD.,Domestic Products Manufacturing and Marketing
"28,119",PR0000850492, ,850492,JOMAKLEEN NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,120",PR0000605900, ,605900,JON BOSS DESIGNS AND COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,121",PR0000001229, ,276943,JONABEE JENTURES NIG LTD,Domestic Products Manufacturing and Marketing
"28,122",PR0000611172, ,611172,JONATHA TAJE INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,123",PR0000606697, ,606697,JONATHAN KAYODE BABALOLA LIMITED,Domestic Products Manufacturing and Marketing
"28,124",PR0000024894, ,24894,JONELO ONWUAMA WEARS INDUS. LTD,Domestic Products Manufacturing and Marketing
"28,125",PR0000122697, ,122697,JONEPHILS INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,126",PR0000825887, ,-825887,JONGE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,127",PR0001149499, ,1149499,JONKECH SERVICES LTD,Domestic Products Manufacturing and Marketing
"28,128",PR0000509826, ,509826,JONNA CHIMEX PLASTIC INVESTMENTS LTD,Domestic Products Manufacturing and Marketing
"28,129",PR0000610838, ,610838,JONPAK GLOBAL CONCEPT LTD,Domestic Products Manufacturing and Marketing
"28,130",PR0000606841, ,606841,JOOKS  INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,131",PR0000642326, ,642326,JOONGBO INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,132",PR0000017563, ,17563,JOPA SUNRISE INDUSTRIES NIG. LTD,Domestic Products Manufacturing and Marketing
"28,133",PR0000350599, ,350599,JOPEENS LIMITED,Domestic Products Manufacturing and Marketing
"28,134",PR0000011343, ,11343,JOS STEEL & WIRE CO. LTD.,Domestic Products Manufacturing and Marketing
"28,135",PR0000608336, ,608336,JOSADEL CARRIERS LIMITED,Domestic Products Manufacturing and Marketing
"28,136",PR0000649849, ,RI649849,JOSEMACO OILS LIMITED,Domestic Products Manufacturing and Marketing
"28,137",PR0000645612, ,645612,JOSEMILLIA RESORTS AND NITE CLUB LIMITED,Domestic Products Manufacturing and Marketing
"28,138",PR0000644068, ,644068,JOSEPDAM SUGAR COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,139",PR0000001923, ,1923,JOSEPH DAHBOUL LTD,Domestic Products Manufacturing and Marketing
"28,140",PR0000618935, ,618935,JOSHELAND DYNAMICS LIMITED,Domestic Products Manufacturing and Marketing
"28,141",PR0000660380, ,660380,JOSHJOY BUREAU DE CHANGE NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,142",PR0000600171, ,600171,JOSHUA DANNIE LIMITED,Domestic Products Manufacturing and Marketing
"28,143",PR0001327545, ,1327545,JOSHUASPACT LIMITED,Domestic Products Manufacturing and Marketing
"28,144",PR0000003704, ,3704,JOSIAH PARKES AND SONS NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,145",PR0000613460, ,613460,JOSS GLOBAL LIMITED,Domestic Products Manufacturing and Marketing
"28,146",PR0000769653, ,769653,JOSSY KONSULT NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,147",PR0000621317, ,621317,JOSTBUG LIMITED,Domestic Products Manufacturing and Marketing
"28,148",PR0001280882, ,1280882,JOTECH PRIME FURNITURE AND GENERAL SERS NIG LTD,Domestic Products Manufacturing and Marketing
"28,149",PR0000240551, ,240551,JOUKEF INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,150",PR0000002487, ,2487,JOURNAL & MAGAZINE PRODUCTION SERS. (W/A) LTD,Domestic Products Manufacturing and Marketing
"28,151",PR0000511332, ,511332,JOVICLEM INSESTICIDE LTD,Domestic Products Manufacturing and Marketing
"28,152",PR0002009257, ,2009257,JOY FOAM,Domestic Products Manufacturing and Marketing
"28,153",PR0002130071, ,2130071,JOYCE ADUBS NIGERIA COMPANY,Domestic Products Manufacturing and Marketing
"28,154",PR0000069572, ,69572,JOYTIME INDUSTRIAL COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,155",PR0000950138, ,950138,JTR INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,156",PR0000610022, ,610022,JUBA INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,157",PR0000291358, ,291358,JUBAL LIMITED,Domestic Products Manufacturing and Marketing
"28,158",PR0000028519, ,28519,JUBILEE INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,159",PR0000611788, ,611788,JUBILEE MUSICAL INSTRUMENT LTD,Domestic Products Manufacturing and Marketing
"28,160",PR0000026981, ,1583966,JUBPROBIM GLOBAL CONCEPTS LTD,Domestic Products Manufacturing and Marketing
"28,161",PR0000601363, ,601363,JUBY ADEBAYO INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,162",PR0000654207, ,654207,JUDDY INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,163",PR0000507771, ,507771,JUKWAESE INDUSTRIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,164",PR0000022283, ,22283,JULEO INDUSTRIES NIG. LTD.,Domestic Products Manufacturing and Marketing
"28,165",PR0000495898, ,495898,JULIAN CLEANING NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,166",PR0000950686, ,950686,JULIOGO INTEGRATED SERVICES LIMITED,Domestic Products Manufacturing and Marketing
"28,167",PR0000855602, ,855602,JULIUS DINGA NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,168",PR0000761722, ,761722,JULIUS SWABAJ NIG. LIMITED,Domestic Products Manufacturing and Marketing
"28,169",PR0000023693, ,23693,JULJON TECHNICAL NIG LTD,Domestic Products Manufacturing and Marketing
"28,170",PR0000350593, ,350593,JUMAY CONCEPT LTD,Domestic Products Manufacturing and Marketing
"28,171",PR0000077254, ,RI077254,JUNCTION PLASTICS NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,172",PR0000070821, ,70821,JUNUGO INDUSTRIES (NIG) LTD,Domestic Products Manufacturing and Marketing
"28,173",PR0000625945, ,625945,JUPALOG NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,174",PR0000618503, ,618503,JURASSIC COMMUINCATIONS NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,175",PR0000231389, ,231389,JURIC INDUSTIRES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,176",BRLA00129597, ,LAZ129597,JUROTECH INDUSTRIAL SUPPORT COMPANY,Domestic Products Manufacturing and Marketing
"28,177",PR0000504066, ,504066,JUST CONCEPT INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,178",PR0000502624, ,502624,JUST METAL INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,179",PR0001202151, ,1202151,JUST UNIVERSAL STANDARD LIMITED,Domestic Products Manufacturing and Marketing
"28,180",PR0000623798, ,623798,JUST WINE LIMITED,Domestic Products Manufacturing and Marketing
"28,181",PR0001279223, ,1279223,JUSTBRANDIT LIMITED,Domestic Products Manufacturing and Marketing
"28,182",PR0000042737, ,42737,JUTRAC MULTI-INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,183",PR0000611411, ,611411,JUWAB TECHNICAL LIMITED,Domestic Products Manufacturing and Marketing
"28,184",PR0000629903, ,629903,JUWALI ENGR. SER. LTD,Domestic Products Manufacturing and Marketing
"28,185",PR0000616811, ,616811,JYDOUS UNIQUE INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,186",PR0000320774, ,320774,K AND K WOOD INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,187",PR0000739172, ,739172,K MALA DESIGN LIMITED,Domestic Products Manufacturing and Marketing
"28,188",PR0000633132, ,633132,K-BEN INDUSTRIES NIG LTD,Domestic Products Manufacturing and Marketing
"28,189",PR0000638864, ,638864,K-PLAN INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,190",PR0000062664, ,62664,K. C. MARKETING NIG. LTD,Domestic Products Manufacturing and Marketing
"28,191",PR0000009691, ,9691,K. C. TECHNICAL COMPANY NIGERIA LTD,Domestic Products Manufacturing and Marketing
"28,192",PR0000021594, ,21594,K. D. K. LIMITED,Domestic Products Manufacturing and Marketing
"28,193",PR0000653343, ,653343,K. T. O. CONCEPTS LIMITED,Domestic Products Manufacturing and Marketing
"28,194",PR0000658568, ,658568,K.C. EMMANUEL (NIGERIA) INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,195",PR0000140002, ,140002,K2 INTERNATIONAL SECURITIES NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,196",PR0000021092, ,21092,KABARA UNITED TRADING COMPANY (NIG.) LTD,Domestic Products Manufacturing and Marketing
"28,197",PR0000037281, ,RI037281,KABIOTIRE PLASTICS LTD,Domestic Products Manufacturing and Marketing
"28,198",PR0000099170, ,99170,KABMA-F NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,199",PR0000661713, ,661713,KABN AND JOULES LIMITED,Domestic Products Manufacturing and Marketing
"28,200",PR0000046171, ,46171,KABOM INDUSTRIES NIG. LTD,Domestic Products Manufacturing and Marketing
"28,201",PR0000601612, ,601612,KACHI IDEALS LIMITED,Domestic Products Manufacturing and Marketing
"28,202",PR0000636946, ,636946,KACHIKWU INTEGRATED INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,203",PR0000626592, ,626592,KADI GENERAL ENTERPRISES LTD,Domestic Products Manufacturing and Marketing
"28,204",PR0000066956, ,RI066956,KADICO RUBBER INDUSTRIES LTD,Domestic Products Manufacturing and Marketing
"28,205",PR0000621058, ,621058,KADUMS INTERNATIONAL LIMITED,Domestic Products Manufacturing and Marketing
"28,206",PR0000046063, ,46063,KADUNA ALUMINIUM NIGERIA LTD,Domestic Products Manufacturing and Marketing
"28,207",PR0000466152, ,466152,KADUNA BRICK AND CLAY PRODUCTS LIMITED,Domestic Products Manufacturing and Marketing
"28,208",PR0000035282, ,RI035282,KADUNA CARPET MANUFACTURING COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,209",PR0000039134, ,RI039134,KADUNA CHALK MANUFACTURING CO. LTD,Domestic Products Manufacturing and Marketing
"28,210",PR0000030995, ,RI030995,KADUNA CHEMICAL & PLASTICS PROCESSING CO. LTD,Domestic Products Manufacturing and Marketing
"28,211",PR0000044291, ,44291,KADUNA INDUSTRIAL TRAINING CENTRE LTD,Domestic Products Manufacturing and Marketing
"28,212",PR0000022921, ,22921,KADUNA MARBLE IND. LTD,Domestic Products Manufacturing and Marketing
"28,213",PR0000005985, ,5985,KAGHO INDUSTRIAL ENTERPRISES LIMITED,Domestic Products Manufacturing and Marketing
"28,214",PR0000867276, ,867276,KAGRA INTEGRATED SERVICES LTD,Domestic Products Manufacturing and Marketing
"28,215",PR0000649054, ,649054,KAIROS CONCEPTS LIMITED,Domestic Products Manufacturing and Marketing
"28,216",PR0000601436, ,601436,KAIROS LAMBANO LIMITED,Domestic Products Manufacturing and Marketing
"28,217",PR0000004906, ,4906,KAJOLA KAWUSI STORES LIMITED,Domestic Products Manufacturing and Marketing
"28,218",PR0000072755, ,RI072755,KAKAKI PLASTIC LTD,Domestic Products Manufacturing and Marketing
"28,219",PR0000021593, ,21593,KALAMAZOO INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,220",PR0000099747, ,99747,KALASMA INDST. NIG LTD,Domestic Products Manufacturing and Marketing
"28,221",PR0000618166, ,618166,KALAT GLOBAL CONCEPT LIMITED,Domestic Products Manufacturing and Marketing
"28,222",PR0000135565, ,135565,KALIN INDUSTRIES W. A. LTD,Domestic Products Manufacturing and Marketing
"28,223",PR0000627371, ,627371,KALIPEX INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,224",PR0000962969, ,962969,KALLIPER COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,225",PR0000467634, ,467634,KALTECH ALUMINIUM COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,226",PR0000207764, ,207764,KAM ALUMINIUM LIMITED,Domestic Products Manufacturing and Marketing
"28,227",PR0001237094, ,1237094,KAM STEEL INTEGRATED COMPANY LIMITED,Domestic Products Manufacturing and Marketing
"28,228",PR0000509958, ,509958,KAM WIRE AND STEEL INDUSTRY LIMITED,Domestic Products Manufacturing and Marketing
"28,229",PR0000613964, ,613964,KAMBIYA GLOBAL LIMITED,Domestic Products Manufacturing and Marketing
"28,230",PR0000001850, ,RI001850,KAMERUNS RUBBER & MINNING LTD,Domestic Products Manufacturing and Marketing
"28,231",PR0000188649, ,188649,KAMID NIGERIA LIMITED,Domestic Products Manufacturing and Marketing
"28,232",PR0000031996, ,31996,KAMSER PAPER INDUSTRIES LTD.,Domestic Products Manufacturing and Marketing
"28,233",PR0000604228, ,604228,KAMSOL XTRAS LIMITED,Domestic Products Manufacturing and Marketing
"28,234",PR0000627932, ,627932,KAMSY HEYS HYDROSOURCE LTD,Domestic Products Manufacturing and Marketing
"28,235",PR0000659403, ,659403,KAMYANG INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,236",PR0000022531, ,22531,KAN BISCUITS CO. LTD,Domestic Products Manufacturing and Marketing
"28,237",PR0000024852, ,RI024852,KAN-DOKI MANUFACTURING & TRADING CO. LTD,Domestic Products Manufacturing and Marketing
"28,238",PR0000009359, ,9359,KANAFA INDUSTRIES LIMITED,Domestic Products Manufacturing and Marketing
"28,239",PR0000023832, ,23832,KANN PRODUCTS LTD,Domestic Products Manufacturing and Marketing
"28,240",PR0000040007, ,40007,KANO AMALGAMATED IND. LTD,Domestic Products Manufacturing and Marketing
